"Latitude","Longitude"
41.3988585,2.1735243
51.1215918,-0.530461697333594
51.4109757,7.4756783
40.4190215,-3.7036459
59.207871,10.940443
52.3400919,4.8725747
38.674731,-4.159637
52.4766288,13.3563938
51.177553,4.441696
39.563158,-0.517326
48.252258,16.392674
50.064485,19.923628
50.06569725,19.9215034
52.39930785,13.0499800181397
59.903693,10.624621
38.393165,-6.400737
48.8777159,2.3040221
43.470614,5.598779
43.470614,5.598779
45.210239,5.647029
55.647259,12.284458
48.8618312,2.3045629
51.9232371,4.473656
51.247092,6.775832
50.8775347,4.4331478
45.4817638,9.3275023
45.4518664,9.1175917
40.4475159,-3.6926919
52.52843185,-1.84257695
58.1603231,8.0430619
50.892194,4.459109
48.9022393,2.3695304
51.4170596,7.20161599528725
51.3676135,-0.395707306688597
51.4084396,7.1919814
41.3540228,2.0813001
53.3204396,-6.2583108
50.937559,4.426466
48.1403069,17.1196887
52.1837838,20.9667251
50.7687206,14.2034358
59.341102,18.061672
43.625848,1.382666
43.6409955,1.3703129
43.626783,1.385495
48.891914,2.25262
53.87067055,-1.8874569
48.269137,16.4266762
50.326453,19.191737
59.903693,10.624621
59.3402363,18.0688362
59.954734,11.04212
45.761732,4.8458117
57.7207288,11.9235319
53.9041266,12.2840542245859
40.467227,-3.688012
48.2592477,11.4354419
43.2093586,-3.1430773
38.9856959,-1.8700256
47.9651461,7.9573306
47.6675882,-2.7841722
51.5142534,-0.1117964
41.4282326,2.1984875
48.223865,16.392535
45.299631,8.411297
48.887919,2.244068
37.295675,-6.046661
45.71429425,4.92856716404373
40.530649,-3.65027910738059
55.7249307,13.1572407484028
50.8175155,4.3959196
51.1527818,17.1327853
51.9700011,5.9399146
60.383344,17.258273
59.33521795,18.0805265098045
48.2548432,12.4149925508563
47.343201,13.196798
59.933304,10.861105
47.725239,12.8798296
53.573986,10.070329
47.249225,6.0272524
51.788364,1.15017185837171
46.518746,6.628594
48.914934,2.330397
40.4446517,-3.658039
43.402726,10.85858
46.6114166,14.3290485476876
46.148254,-1.152643
45.012825,-0.530755
52.1637138,5.4237595
56.46643035,-2.99856826367881
49.37113,0.09058
52.3999521,4.7955505
52.26034,4.685727
52.3962377,4.80093
51.6385322,5.9469234
51.51872695,-0.105631590900942
51.520422,-0.100566
47.1727077,8.514152
40.495332,-3.732937
54.0155935,10.0150742447674
50.9889329,5.7790094
44.4279703,8.8843274
36.5643933,-4.8563284
45.8365597,4.6946382
43.561736,7.019999
40.429222,-3.693774
51.14965815,4.38049012154713
51.237322,4.40827
51.5827385,7.1500152
59.820899,10.803965
56.6649947228489,-2.52812163682435
41.1165686,1.2557446
51.184015,3.831202
37.488595,14.062999
38.031194,23.7725992231025
59.4267324,10.4884189
45.291541,12.06234
43.5770571,1.4790335
37.403364,-6.006057
52.3989033,4.8063086
51.6625,6.7042
47.5753182,7.8378246
48.839419,2.30157
47.467443,-0.540813
44.860911,-0.699715
40.6039019,-3.71845229366829
40.425628,-3.716995
42.1742118,-1.5944058
48.9086455,2.2295618
51.2527742,6.7633152
46.2015056,6.1484337
52.749966,18.239413
40.46664,-3.671313
51.9704712,5.9466214
48.8759316,2.3303682
53.0369624,-2.9395441
43.515212,-5.724923
63.3432724721887,10.3733299991462
38.079783,-1.224932
39.2106099,9.0018424
53.0262384,6.5763312
48.8866288,2.2445769
46.2269862,7.36186502207202
48.2019656,16.3745306
45.644741,5.86792
40.4353467,-3.6863216
52.2888816,-1.8954959
43.227164,1.633501
48.8530191,2.3896788
46.1845933,-1.1462007
40.4334073,-3.6729877
47.266051,11.343923
66.022206,12.634616
49.04882,2.195279
53.7990817,-1.4791498
53.7869368,-1.40367287390999
52.2642489,6.8935041
48.7862,11.407539
48.7630165,11.4250395
52.8518701,7.6764179
37.2500684,15.2216971
51.9226542,7.3716744
48.1371079,11.5753822
47.947021,0.208726214127464
46.1921368,6.1293435
49.1774768,9.4384654
49.547545,22.21778
47.788991,3.593093
47.8031609515491,3.58821986608128
52.2280555,11.0171482841393
40.416997,-3.689251
49.4363083,7.7685742
44.8918596,4.8890221
40.5317418,-3.6451995
46.051678,4.072888
52.2705988,-0.899400158044051
51.9859512,6.288568
41.644146,-0.983254
51.3623782,4.27718512256227
51.3342969,3.7903194
49.4157646,8.3919561
48.696799,21.245341
59.923912,10.745069
52.46292165,-1.8383686
52.4613575909314,-1.84096426182476
51.84436345,7.82502445198926
51.7010422,8.7637534
42.22509635,-8.7366684695623
48.1769098,11.5601299334586
47.971636,12.960611
53.3408515,-6.2572229
51.31803175,-0.562147008184237
49.9684577,20.4303286
63.494276,23.007776
45.422386,11.788351
49.8738515,9.1688433
46.4739791,11.3177728
46.4740985384316,11.3171937080776
48.8346536,2.289455
43.295227,-4.195129
50.091793,14.451471
50.7270589,7.0679735
43.309929,3.497309
48.8818615,2.3304162
50.987177,5.238681
40.4277341,-3.6143633
48.910935,2.34403
48.817607,9.1660639
51.4806846,-0.1111974
52.828321,-2.1167175
52.9706777,-0.0149694
51.8907247,4.2931302
51.8897247,4.2931302
51.8887247,4.2931302
51.8857247,4.2931302
41.3540228,2.0813001
