Lat,Lon,Title,Partner,Partner ohne Markdown,Website,Straße,PLZ,Ort,Land,Partner aus…,Beteiligt in…,Funktion als…,Webadresse,Column 1
54.4375322,10.1742064,,Tachycon GmbH,Tachycon GmbH,https://www.tachycon.de,Hofholzallee 63,24109,Kiel,Schleswig-Holstein,Wirtschaft,SYSTOGEN100,Partner,www.tachycon.de,
54.1948456,9.0929015,,[TC-Hydraulik GmbH](https://www.tc-hydraulik.de/),TC-Hydraulik GmbH,https://www.tc-hydraulik.de/,Rüsdorfer Str. 8,25746,Heide,Schleswig-Holstein,Wirtschaft,HyPLANT100,Partner,www.tc-hydraulik.de,
50.8684545,6.0950514,,[TEC4FUELS GmbH](https://https://www.tec4fuels.com/),TEC4FUELS GmbH,https://www.tec4fuels.com/,Kaiserstr. 100,52134,Herzogenrath,Nordrhein-Westfalen,Wirtschaft,FluCoM,Koordinator,www.tec4fuels.com,
50.8714928,13.3980846,,[Technische Universität Bergakademie Freiberg](https://www.tu-freiberg.de/),Technische Universität Bergakademie Freiberg,https://www.tu-freiberg.de/,Lampadiusstr. 4,09599,Freiberg,Sachsen,Wissenschaft,"ReNaRe, HTEL-Module",Koordinator und Partner,www.tu-freiberg.de,
52.4164926,13.3732228,,[Technische Universität Berlin](https://www.tu.berlin/),Technische Universität Berlin,https://www.tu.berlin/,Straße des 17. Juni 135,10623,Berlin,Berlin,Wissenschaft,"HyThroughGen, PrometH2eus",Partner,www.tu.berlin,
52.2646577,10.5236066,,[Technische Universität Carolo-Wilhelmina zu Braunschweig](https://www.tu-braunschweig.de/),Technische Universität Carolo-Wilhelmina zu Braunschweig,https://www.tu-braunschweig.de/,Langer Kamp 19 B,38106,Braunschweig,Niedersachsen,Wissenschaft,INSTALL-AWE,Partner,www.tu-braunschweig.de,
51.8802577,10.5642634,,[Technische Universität Clausthal](https://www.tu-clausthal.de/),Technische Universität Clausthal,https://www.tu-clausthal.de/,Am Stollen 19A,38640,Goslar,Niedersachsen,Wissenschaft,StaR,Partner,www.tu-clausthal.de,
49.8615899,8.5762043,,[Technische Universität Darmstadt](https://www.tu-darmstadt.de/),Technische Universität Darmstadt,https://www.tu-darmstadt.de/,Alarich-Weiss-Str. 8,64287,Darmstadt,Hessen,Wissenschaft,PrometH2eus,Partner,www.tu-darmstadt.de,
51.0493286,13.7381437,,[Technische Universität Dresden](https://www.tu-dresden.de/),Technische Universität Dresden,https://www.tu-dresden.de/,Helmholtzstr. 18,01307,Dresden,Sachsen,Wissenschaft,"eModule, HyLeiT, SINEWAVE",Partner,www.tu-dresden.de,
53.550341,10.000654,,[Technische Universität Hamburg](https://www.tuhh.de/),Technische Universität Hamburg,https://www.tuhh.de/,Denickestr. 17,21073,Hamburg,Hamburg,Wissenschaft,HyPLANT100,Partner,www.tuhh.de,
50.6867695,10.9142385,,[Technische Universität Ilmenau](https://www.tu-ilmenau.de/),Technische Universität Ilmenau,https://www.tu-ilmenau.de/,Gustav-Kirchhoff-Str. 6,98693,Ilmenau,Thüringen,Wissenschaft,StacIE,Partner,www.tu-ilmenau.de,
48.2513878,11.6509662,,[Technische Universität München](https://www.tum.de/),Technische Universität München,https://www.tum.de/,Boltzmannstr. 15,85748,Garching b. München,Bayern,Wissenschaft,SINEWAVE,Partner,www.tum.de,
48.8819801,12.569716,,[Technische Universität München](https://www.tum.de/),Technische Universität München,https://www.tum.de/,Am Essigberg 3,94315,Straubing,Bayern,Wissenschaft,ReNaRe,Partner,www.tum.de,
51.5142273,7.4652789,,[thyssenkrupp nucera AG & Co. KGaA](https://www.thyssenkrupp-uhde-chlorine-engineers.com/),thyssenkrupp nucera AG & Co. KGaA,https://thyssenkrupp-nucera.com,Voßkuhle 38,44141,Dortmund,Nordrhein-Westfalen,Wirtschaft,"INSTALL-AWE, PrometH2eus",Koordinator und Partner,https://thyssenkrupp-nucera.com,
50.938361,6.959974,,[TÜV Rheinland Industrie Service GmbH](https://www.tuv.com/),TÜV Rheinland Industrie Service GmbH,https://www.tuv.com/,Am Grauen Stein,51105,Köln,Nordrhein-Westfalen,Wirtschaft,TP Elektrolyse,Partner,www.tuv.com,
50.1335542,8.9168179,,[Umicore AG & Co. KG](https://www.umicore.de/),Umicore AG & Co. KG,https://www.umicore.de/,Rodenbacher Chaussee 4,63457,Hanau,Hessen,Wirtschaft,PrometH2eus,Partner,www.umicore.de,
49.9427202,11.5763079,,[Universität Bayreuth](https://www.uni-bayreuth.de/),Universität Bayreuth,https://www.uni-bayreuth.de/,Universitätsstr. 30,95447,Bayreuth,Bayern,Wissenschaft,HTEL-Stacks,Partner,www.uni-bayreuth.de,
51.2641433,6.5446958,,[Universität Duisburg-Essen](https://www.uni-due.de/),Universität Duisburg-Essen,https://www.uni-due.de/,Carl-Benz-Str. 199,47057,Duisburg,Nordrhein-Westfalen,Wissenschaft,PrometH2eus,Partner,www.uni-due.de,
48.8577633,10.3523096,,"[VAF Gesellschaft für Verkettungsanlagen, Automationseinrichtungen und Fördertechnik mbH](https://www.vaf-sondermaschinen.de/)","VAF Gesellschaft für Verkettungsanlagen, Automationseinrichtungen und Fördertechnik mbH",https://www.vaf-sondermaschinen.de/,Bergstr. 13,73441,Bopfingen,Baden-Württemberg,Wirtschaft,PEP.IN,Partner,www.vaf-sondermaschinen.de,
50.1106444,8.6820917,,[Verband Deutscher Maschinen- und Anlagenbau e.V. (VDMA)](https://www.vdma.org/),Verband Deutscher Maschinen- und Anlagenbau e.V. (VDMA),https://www.vdma.org/,Lyoner Str. 18,60528,Frankfurt am Main,Hessen,Wirtschaft,eModule,Partner,www.vdma.org,
51.6142482,7.5228088,,[WEW GmbH](https://www.wewhydrogen.com/),WEW GmbH,https://www.wewhydrogen.com/,Konrad-Adenauer-Allee 11,44263,Dortmund,Nordrhein-Westfalen,Wirtschaft,StaR,Koordinator,www.wewhydrogen.com,
50.9631279,13.6418236,,[XENON Automatisierungstechnik GmbH](https://www.xenon-automation.com/),XENON Automatisierungstechnik GmbH,https://www.xenon-automation.com/,Pforzheimer Str. 16,01189,Dresden,Sachsen,Wirtschaft,"HTEL-Module, HTEL-Stacks",Partner,www.xenon-automation.com,
51.3331205,6.5623343,,[Zentrum für Brennstoffzellen-Technik GmbH](https://www.zbt.de/),Zentrum für Brennstoffzellen-Technik GmbH,https://www.zbt.de/,Carl-Benz-Str. 201,47057,Duisburg,Nordrhein-Westfalen,Wissenschaft,"AlFaKat, Degrad-EL3, PEP.IN",Koordinator und Partner,www.zbt.de,
49.872775,8.651177,,[Öko-Institut. Institut für angewandte Ökologie e.V.](https://www.oeko.de/),Öko-Institut. Institut für angewandte Ökologie e.V.,https://www.oeko.de/,Rheinstr. 95,64295,Darmstadt,Hessen,Wissenschaft,ReNaRe,Partner,www.oeko.de,
51.0971736,13.6923622,,[Semodia GmbH](https://www.semodia.com),Semodia GmbH,https://www.semodia.com,Meißner Str. 37,01445,Radebeul,Sachsen,Wirtschaft,eModule,Partner,www.semodia.com,
52.1949107,11.5985197,,[Semodia GmbH](https://www.semodia.com),Semodia GmbH,https://www.semodia.com,Meißner Str. 37,01445,Radebeul,Sachsen,Wirtschaft,eModule,Partner,www.semodia.com,
51.3608112,6.4335441,,[Semodia GmbH](https://www.semodia.com),Semodia GmbH,https://www.semodia.com,Meißner Str. 37,01445,Radebeul,Sachsen,Wirtschaft,eModule,Partner,www.semodia.com,
